OID_,Aspect,MTSFG,ALT,Wind,Tem,Sun,Pre,NDVI,Night,GPP,ET,Disturb,Water,Road,Rail,CLCD,Sand,Clay,Silt,Slope,long,lat,Relief,Erosion,Rock,DEM,Frozen2005
106,325.396,0.0,2.05501,2.25625,-7.55167,3.9595,1072.46,0.153673,0.6,15.7213,138.858,0.0,2500.0,14471.4,109110.0,4.0,47.0,21.0,32.0,4.97913,90.2568,28.2859,8.0,22.0,152.0,5618.0,2.05501
107,2.88726,0.0,1.48784,2.25467,-8.03167,3.95804,1073.92,0.107083,1.8,10.8654,133.231,0.160089,3500.0,14266.8,108812.0,4.0,47.0,21.0,32.0,4.89516,90.2669,28.2872,6.0,22.0,144.0,5634.0,1.48784
108,72.2029,0.0,1.48784,2.25308,-8.43,3.95658,1075.39,0.07417,0.4,9.57133,125.926,0.147518,4500.0,13915.2,108522.0,4.0,47.0,21.0,32.0,17.6024,90.277,28.2885,23.0,22.0,151.0,5693.0,1.48784
109,318.343,0.0,2.05119,2.25148,-8.76,3.95512,1076.87,0.110655,2.8,13.3308,125.168,0.0,5500.0,13509.8,108240.0,4.0,80.0,8.0,12.0,5.71456,90.28720000000001,28.2898,10.0,22.0,173.0,5657.0,2.05119
110,336.985,1.74954,0.0,2.26379,-4.85167,3.96214,1065.48,0.132792,0.2,14.2261,136.011,0.0,901.388,14913.6,108784.0,4.0,47.0,21.0,32.0,1.3265,90.2349,28.2921,2.0,22.0,200.0,5286.0,1.74954
111,291.03,0.0,1.79065,2.26222,-6.335,3.96068,1066.9,0.129677,1.0,14.1679,143.692,0.0,1677.05,14681.2,108467.0,4.0,47.0,21.0,32.0,12.1103,90.245,28.2934,18.0,22.0,173.0,5464.0,1.79065
112,6.29728,0.0,1.68244,2.26065,-6.93667,3.95922,1068.34,0.138108,1.4,17.38,134.023,0.0,2610.08,14471.4,108157.0,4.0,47.0,21.0,32.0,3.64897,90.25510000000001,28.2947,5.0,22.0,178.0,5588.0,1.68244
113,45.376,0.0,1.68244,2.25907,-7.135,3.95776,1069.8,0.142137,1.0,16.7593,134.919,0.0,3579.46,14181.0,107856.0,4.0,47.0,21.0,32.0,2.72849,90.2656,28.296,4.0,22.0,184.0,5566.0,1.68244
114,27.0431,0.0,1.63477,2.25748,-7.36667,3.9563,1071.26,0.0935483,1.6,12.9451,128.678,0.0697051,4562.07,13717.2,107564.0,4.0,47.0,21.0,32.0,2.75689,90.2757,28.2973,4.0,22.0,183.0,5550.0,1.63477
115,329.411,0.0,2.05119,2.2559,-7.69167,3.95484,1072.75,0.129538,2.4,12.8083,126.631,0.184705,5550.9,13310.3,107280.0,4.0,47.0,21.0,32.0,8.23732,90.28550000000001,28.2986,12.0,22.0,200.0,5570.0,2.05119
116,264.398,0.0,0.0,2.26661,-5.145,3.96039,1062.78,0.138642,0.8,15.9401,134.207,0.0,2304.89,14731.5,107517.0,4.0,47.0,21.0,32.0,5.97659,90.2437,28.3022,7.0,22.0,200.0,5418.0,0.0
117,317.975,0.0,0.0,2.26504,-6.305,3.95893,1064.21,0.183147,4.0,20.0566,129.703,0.0,3051.64,14436.9,107205.0,4.0,47.0,21.0,32.0,3.45588,90.2535,28.3035,5.0,22.0,173.0,5517.0,0.0
118,351.023,0.0,1.70597,2.26347,-6.545,3.95747,1065.67,0.169632,4.8,18.7352,131.694,0.0,3913.12,14089.5,106902.0,4.0,47.0,21.0,32.0,1.92624,90.264,28.3048,2.0,22.0,200.0,5515.0,1.70597
119,8.41613,0.0,1.69139,2.2619,-6.69833,3.95601,1067.13,0.13286,2.8,18.2015,123.004,0.0,4828.3,13591.8,106607.0,4.0,47.0,21.0,32.0,3.34689,90.2741,28.3061,5.0,22.0,197.0,5511.0,1.69139
120,282.715,1.80018,1.63697,2.26032,-7.02167,3.95455,1068.61,0.139865,5.6,13.8306,126.769,0.0,5771.7,13176.6,106320.0,4.0,47.0,21.0,32.0,4.39897,90.2842,28.3074,7.0,22.0,198.0,5520.0,1.80018
121,300.11,1.69252,0.0,2.271,-4.86,3.9601,1058.65,0.123933,1.4,15.5758,130.963,0.0,3132.49,14615.6,106569.0,4.0,47.0,21.0,32.0,9.65012,90.2421,28.3113,14.0,22.0,200.0,5381.0,1.69252
122,5.36457,0.0,0.0,2.26945,-5.50667,3.95864,1060.08,0.148962,1.6,17.3568,129.734,0.0,3716.52,14530.9,106254.0,4.0,47.0,21.0,32.0,2.64228,90.2522,28.3127,4.0,22.0,196.0,5474.0,0.0
123,29.2033,0.0,1.77218,2.26788,-6.01333,3.95718,1061.53,0.157525,3.8,19.7463,125.243,0.0,4451.12,14074.7,105948.0,4.0,47.0,21.0,32.0,3.646,90.2623,28.314,5.0,22.0,196.0,5486.0,1.77218
124,328.322,0.0,1.71803,2.26631,-6.15667,3.95571,1062.99,0.149415,3.6,18.6346,121.259,0.0,5273.76,13539.4,105650.0,4.0,47.0,21.0,32.0,5.55714,90.2725,28.3153,8.0,22.0,200.0,5480.0,1.71803
125,335.142,0.0,1.70141,2.26474,-6.39333,3.95425,1064.47,0.148117,2.8,20.3706,121.423,0.160089,6149.19,13107.1,105361.0,4.0,47.0,21.0,32.0,3.33599,90.2826,28.3166,4.0,22.0,200.0,5464.0,1.70141
126,312.178,1.74629,0.0,2.2754,-4.60833,3.95979,1054.51,0.121303,1.8,14.5223,130.951,0.0,4038.87,14323.9,105622.0,4.0,47.0,21.0,32.0,7.40175,90.2404,28.3198,11.0,22.0,200.0,5343.0,1.74629
127,336.476,1.81758,0.0,2.27385,-5.13167,3.95833,1055.95,0.152922,2.8,17.2454,128.529,0.0,4506.94,14242.7,105304.0,4.0,47.0,21.0,32.0,3.64563,90.2506,28.3212,5.0,22.0,200.0,5422.0,1.81758
128,333.554,0.0,1.77218,2.2723,-5.335,3.95687,1057.39,0.148105,2.2,20.1307,126.993,0.0,5129.57,13836.5,104995.0,4.0,47.0,21.0,32.0,6.03792,90.261,28.3228,8.0,22.0,200.0,5423.0,1.77218
129,30.2361,0.0,1.71803,2.27074,-5.57167,3.95541,1058.85,0.17127,4.4,18.8515,119.213,0.0,5857.69,13527.0,104695.0,4.0,47.0,21.0,32.0,2.05437,90.2712,28.3241,3.0,22.0,200.0,5426.0,1.71803
130,30.0884,0.0,1.71442,2.26917,-5.75667,3.95395,1060.32,0.186783,2.2,26.3301,119.859,0.116175,6656.76,13135.6,104403.0,4.0,47.0,21.0,32.0,2.47217,90.2813,28.3254,4.0,22.0,200.0,5430.0,1.71442
131,269.596,1.63054,1.798,2.28135,-3.795,3.96095,1048.96,0.105765,2.0,13.895,121.388,0.0,4776.24,14135.4,105005.0,4.0,47.0,21.0,32.0,2.23419,90.22900000000001,28.3274,3.0,22.0,200.0,5273.0,1.798
132,268.891,1.70879,0.0,2.27981,-4.45833,3.95949,1050.38,0.106407,4.6,14.9224,129.392,0.0,4981.21,13895.5,104676.0,4.0,47.0,21.0,32.0,7.26721,90.2391,28.3287,9.0,22.0,200.0,5315.0,1.70879
133,334.134,0.0,0.0,2.27826,-4.91833,3.95803,1051.81,0.131283,2.4,17.6056,134.3,0.0,5367.73,13749.1,104355.0,4.0,47.0,21.0,32.0,1.00476,90.2489,28.33,1.0,22.0,200.0,5378.0,0.0
134,52.1333,1.8308,0.0,2.27672,-5.03833,3.95657,1053.25,0.148437,2.2,20.2412,126.858,0.0,5900.21,13380.1,104043.0,4.0,47.0,21.0,32.0,3.94546,90.25940000000001,28.3313,5.0,22.0,200.0,5392.0,1.8308
135,17.8234,0.0,1.72495,2.27516,-5.28833,3.95511,1054.7,0.171072,1.0,19.231,122.796,0.0,6543.13,13169.4,103740.0,4.0,47.0,21.0,32.0,1.4322,90.2695,28.3326,2.0,22.0,200.0,5402.0,1.72495
136,333.556,1.66265,1.71442,2.2736,-5.31833,3.95365,1056.16,0.139183,3.0,20.2461,111.331,0.222814,6543.13,13107.8,103446.0,4.0,47.0,21.0,32.0,3.02732,90.2796,28.3339,4.0,22.0,200.0,5402.0,1.71442
137,294.977,1.70879,0.0,2.28422,-4.10167,3.95918,1046.25,0.10631,1.8,13.9793,122.365,0.0,5942.43,13276.4,103730.0,4.0,47.0,21.0,32.0,8.61603,90.2375,28.3378,11.0,22.0,200.0,5300.0,1.70879
138,309.511,0.0,0.0,2.28268,-4.67333,3.95772,1047.68,0.12793,4.2,16.6558,130.169,0.0,6269.97,13085.4,103407.0,4.0,47.0,21.0,32.0,5.14816,90.2476,28.3391,7.0,22.0,200.0,5368.0,0.0
139,337.345,1.70535,0.0,2.28114,-4.76,3.95626,1049.11,0.133333,0.8,17.6901,128.557,0.0,6731.46,12799.3,103092.0,4.0,47.0,21.0,32.0,2.64579,90.25810000000001,28.3404,3.0,22.0,200.0,5356.0,1.70535
140,24.0388,1.6931,1.72962,2.27959,-4.95667,3.95479,1050.56,0.1693,1.6,18.9008,122.324,0.0,6656.76,12750.8,102786.0,4.0,47.0,21.0,32.0,2.29077,90.2679,28.3417,3.0,22.0,200.0,5376.0,1.72962
141,305.209,1.67447,1.72655,2.27804,-4.985,3.95333,1052.01,0.142442,3.0,17.8071,115.922,0.0,5857.69,12716.1,102489.0,4.0,47.0,21.0,32.0,0.467239,90.278,28.343,1.0,22.0,200.0,5370.0,1.72655
142,39.3014,1.65192,0.0,2.28863,-3.985,3.95886,1042.13,0.113355,1.2,14.9327,124.112,0.0,6914.66,12745.7,102786.0,4.0,47.0,21.0,32.0,7.15644,90.2359,28.3466,11.0,31.0,200.0,5293.0,1.65192
143,352.635,1.73165,0.0,2.2871,-4.39167,3.9574,1043.55,0.13342,2.0,16.5685,125.321,0.0,7198.09,12449.9,102460.0,4.0,47.0,21.0,32.0,1.27926,90.246,28.3479,2.0,22.0,200.0,5321.0,1.73165
144,270.018,1.70535,0.0,2.28556,-4.515,3.95594,1044.98,0.12221,1.6,15.3117,128.729,0.0,7057.8,12216.7,102142.0,4.0,47.0,21.0,32.0,6.31565,90.2565,28.3492,8.0,22.0,200.0,5327.0,1.70535
145,204.871,1.6931,1.76762,2.28403,-4.6,3.95448,1046.41,0.141137,0.6,16.8808,119.332,0.0,6149.19,12118.1,101833.0,4.0,47.0,21.0,32.0,1.15405,90.2666,28.3506,3.0,22.0,200.0,5344.0,1.76762
146,295.29,1.70146,1.76762,2.28248,-4.70667,3.95302,1047.85,0.113737,3.6,16.0068,116.965,0.124958,5273.76,12122.5,101533.0,4.0,47.0,21.0,32.0,2.30286,90.2767,28.3519,4.0,22.0,200.0,5350.0,1.76762
147,203.512,1.57361,0.0,2.29305,-3.63167,3.95853,1038.01,0.128648,2.2,18.1229,124.243,0.0,7893.83,12197.0,101843.0,4.0,47.0,21.0,32.0,1.14151,90.2346,28.3551,2.0,31.0,200.0,5249.0,1.57361
148,294.228,1.64519,0.0,2.29152,-4.07667,3.95707,1039.43,0.14101,1.8,19.0732,125.568,0.0,7668.93,12108.9,101514.0,4.0,47.0,21.0,32.0,4.13204,90.2447,28.3564,6.0,22.0,200.0,5299.0,1.64519
149,295.688,1.74717,0.0,2.28999,-4.3,3.95561,1040.85,0.130828,2.0,19.118,127.76,0.0,6731.46,11881.1,101193.0,4.0,47.0,21.0,32.0,3.40143,90.2548,28.3581,5.0,22.0,200.0,5299.0,1.74717
150,75.9685,1.74717,0.0,2.28846,-4.4,3.95415,1042.27,0.131812,1.8,18.5088,121.338,0.0,5771.7,11693.6,100881.0,4.0,47.0,21.0,32.0,3.45608,90.2649,28.3594,4.0,22.0,200.0,5329.0,1.74717
151,185.716,1.70146,1.81923,2.28693,-4.39,3.95269,1043.7,0.146293,1.2,20.1705,128.137,0.0,4828.3,11650.3,100578.0,4.0,47.0,21.0,32.0,1.32367,90.2751,28.3607,5.0,22.0,200.0,5344.0,1.81923
152,230.126,0.0,0.0,2.31243,-8.065,3.97274,1013.73,0.0765133,3.2,7.84765,124.69,0.22447,10335.0,18948.7,104695.0,7.0,80.0,8.0,12.0,8.02427,90.1313,28.3509,14.0,33.0,106.0,5732.0,0.0
153,12.3984,0.0,0.0,2.31095,-7.89167,3.97129,1015.19,0.0720667,1.8,9.52753,125.033,0.272696,9839.330000000002,18023.9,104278.0,7.0,80.0,8.0,12.0,3.43938,90.1415,28.3522,5.0,33.0,122.0,5756.0,0.0
154,0.518107,0.0,0.0,2.30947,-7.33667,3.96985,1016.65,0.0611683,2.0,8.21667,128.051,0.0,9424.04,17107.7,103870.0,7.0,80.0,8.0,12.0,21.6375,90.1513,28.3535,29.0,33.0,129.0,5752.0,0.0
155,37.9113,0.0,0.0,2.30798,-6.30667,3.96839,1020.59,0.0880483,1.4,10.9105,129.998,0.210196,9100.14,16203.4,103470.0,4.0,80.0,8.0,12.0,6.96497,90.1617,28.3551,10.0,33.0,137.0,5570.0,0.0
156,59.349,1.60942,0.0,2.30649,-5.725,3.96694,1021.99,0.126227,2.4,11.4624,133.72,0.116175,8877.639999999998,15318.2,103078.0,4.0,47.0,21.0,32.0,11.0392,90.1718,28.3564,16.0,33.0,171.0,5530.0,1.60942
157,357.198,1.60942,0.0,2.30499,-5.28,3.96549,1026.95,0.14302,1.6,18.5388,133.605,0.0,8764.27,14471.4,102694.0,4.0,47.0,21.0,32.0,3.53692,90.182,28.3577,4.0,33.0,193.0,5468.0,1.60942
158,106.776,1.57057,0.0,2.30349,-4.53167,3.96403,1028.33,0.141033,3.0,17.3837,128.106,0.0,8764.27,13688.1,102318.0,4.0,47.0,21.0,32.0,10.3248,90.1924,28.359,15.0,22.0,200.0,5358.0,1.57057
159,81.3481,1.47267,1.60664,2.30199,-3.845,3.96258,1029.72,0.15924,2.2,18.3376,128.991,0.0,8877.639999999998,12794.3,101951.0,4.0,47.0,21.0,32.0,3.47995,90.2022,28.3604,4.0,22.0,200.0,5273.0,1.60664
160,57.2183,1.55502,0.0,2.30049,-3.49667,3.96112,1031.11,0.150265,2.6,20.0591,121.327,0.0,8764.27,12410.0,101592.0,4.0,47.0,21.0,32.0,0.761657,90.2124,28.3617,1.0,22.0,200.0,5261.0,1.55502
161,62.0642,1.44072,0.0,2.29898,-3.44833,3.95966,1032.51,0.11443,3.2,20.075,121.305,0.0693135,8764.27,12086.5,101242.0,4.0,47.0,21.0,32.0,0.981635,90.2228,28.363,1.0,22.0,200.0,5242.0,1.44072
162,37.9222,1.47771,0.0,2.29746,-3.53,3.95821,1033.91,0.0914883,1.6,19.3539,118.581,0.160089,8385.25,11875.0,100901.0,4.0,47.0,21.0,32.0,0.462213,90.2329,28.3643,1.0,31.0,200.0,5230.0,1.47771
163,288.488,1.53717,0.0,2.29595,-3.78333,3.95675,1035.31,0.169013,1.2,21.3059,122.311,0.0,7403.55,11739.2,100568.0,4.0,47.0,21.0,32.0,1.40083,90.2431,28.3656,2.0,22.0,200.0,5282.0,1.53717
164,311.003,1.53717,0.0,2.29443,-4.04333,3.95529,1036.72,0.205587,4.2,25.604,124.225,0.0,6427.48,11644.5,100245.0,4.0,47.0,21.0,32.0,2.94818,90.2535,28.3669,5.0,22.0,200.0,5288.0,1.53717
165,345.519,1.69113,1.82442,2.2929,-4.21833,3.95383,1038.14,0.146303,2.8,22.9095,122.462,0.0,5460.08,11434.2,99930.0,4.0,47.0,21.0,32.0,6.10538,90.2633,28.3682,8.0,22.0,200.0,5312.0,1.82442
166,358.854,1.71443,1.81923,2.29138,-4.245,3.95236,1039.56,0.19105,2.8,24.5694,123.676,0.0,4506.94,11308.1,99624.3,4.0,47.0,21.0,32.0,2.58487,90.2734,28.3695,3.0,22.0,200.0,5329.0,1.81923
167,135.935,0.0,0.0,2.31679,-8.575,3.97241,1009.65,-0.0184783,1.6,1.51304,147.11,0.205132,9503.29,18641.4,103788.0,4.0,80.0,8.0,12.0,8.58874,90.1297,28.3597,19.0,33.0,138.0,5927.0,0.0
168,190.621,0.0,0.0,2.31532,-8.075,3.97096,1013.69,0.093185,2.0,7.5913,129.57,0.210196,8961.719999999998,17699.5,103368.0,7.0,80.0,8.0,12.0,33.3607,90.1398,28.361,50.0,33.0,125.0,5791.0,0.0
169,135.132,0.0,0.0,2.31384,-7.20667,3.96951,1015.09,0.08273,3.8,9.29358,133.455,0.139019,8503.68,16762.2,102956.0,4.0,80.0,8.0,12.0,19.4818,90.15,28.3623,31.0,33.0,132.0,5618.0,0.0
170,323.258,1.64922,0.0,2.31236,-6.37333,3.96806,1016.5,0.10151,3.4,10.3237,127.147,0.139019,8143.25,15830.1,102552.0,4.0,80.0,8.0,12.0,14.2237,90.1604,28.3636,21.0,33.0,186.0,5571.0,1.64922
171,29.611,1.64922,0.0,2.31087,-5.58667,3.96661,1017.91,0.129607,1.8,15.0721,132.23,0.0,7893.83,14904.1,102157.0,4.0,47.0,21.0,32.0,11.6796,90.1702,28.3649,17.0,33.0,190.0,5545.0,1.64922
172,71.3468,1.49181,2.20158,2.30938,-4.87833,3.96515,1021.23,0.162083,4.8,18.757,132.547,0.0,7766.109999999999,13986.1,101769.0,4.0,47.0,21.0,32.0,11.0319,90.1803,28.3662,14.0,22.0,200.0,5442.0,2.20158
173,73.7596,1.45026,1.63682,2.30789,-4.3,3.9637,1024.26,0.14016,3.4,18.6687,130.542,0.116175,7766.109999999999,13086.9,101390.0,4.0,47.0,21.0,32.0,7.28438,90.1908,28.3679,9.0,22.0,200.0,5358.0,1.63682
174,59.0502,1.41644,1.60664,2.30639,-3.75667,3.96224,1025.64,0.151277,4.0,21.6796,126.551,0.0,7893.83,12356.6,101020.0,4.0,47.0,21.0,32.0,1.69655,90.2009,28.3692,2.0,22.0,200.0,5279.0,1.60664
175,105.417,1.50655,0.0,2.30489,-3.43833,3.96079,1027.03,0.182618,1.4,23.083,118.957,0.0,8143.25,12219.1,100658.0,4.0,47.0,21.0,32.0,5.47259,90.21100000000001,28.3705,7.0,22.0,200.0,5250.0,1.50655
176,189.19,1.44072,0.0,2.30339,-3.41,3.95933,1028.42,0.150913,2.8,20.4834,116.787,0.116175,8189.17,11980.9,100305.0,4.0,47.0,21.0,32.0,2.02449,90.2212,28.3718,3.0,22.0,200.0,5235.0,1.44072
177,261.276,1.47771,0.0,2.30188,-3.49667,3.95787,1029.81,0.158738,3.0,19.8764,122.178,0.0,7717.67,11701.1,99960.0,4.0,47.0,21.0,32.0,2.81896,90.2313,28.3731,3.0,31.0,200.0,5246.0,1.47771
178,314.313,1.48695,0.0,2.30037,-3.72,3.95641,1031.21,0.168992,2.4,21.502,123.295,0.0,7267.22,11517.6,99624.3,4.0,47.0,21.0,32.0,1.61189,90.24140000000001,28.3744,2.0,31.0,200.0,5272.0,1.48695
179,309.096,1.52622,0.0,2.29886,-3.84333,3.95495,1032.61,0.188105,0.6,22.4295,121.168,0.0,6269.97,11396.2,99297.5,4.0,47.0,21.0,32.0,0.427417,90.2519,28.3757,1.0,31.0,200.0,5266.0,1.52622
180,217.195,1.67924,0.0,2.29735,-4.02333,3.95349,1034.01,0.131712,1.8,18.5492,123.039,0.0,5273.76,11223.0,98979.8,4.0,47.0,21.0,32.0,0.915673,90.262,28.377,1.0,22.0,200.0,5290.0,1.67924
181,4.13881,1.68486,1.79569,2.29583,-4.035,3.95203,1035.42,0.202145,1.8,25.4086,122.772,0.0,4279.31,10864.2,98671.2,4.0,47.0,21.0,32.0,2.95578,90.2721,28.3783,5.0,22.0,200.0,5289.0,1.79569
182,344.294,0.0,0.0,2.31968,-8.42,3.97062,1009.61,0.07931,1.8,7.19248,115.646,0.0,8112.489999999998,17454.6,102460.0,7.0,80.0,8.0,12.0,23.7453,90.1382,28.3698,32.0,33.0,126.0,5756.0,0.0
183,82.8234,0.0,0.0,2.31821,-7.88167,3.96917,1011.02,0.074025,5.6,7.72123,117.773,0.16197,7603.45,16509.5,102044.0,7.0,80.0,8.0,12.0,11.8339,90.1483,28.3711,13.0,33.0,131.0,5837.0,0.0
184,83.9876,0.0,1.68295,2.31673,-6.71,3.96772,1012.43,0.137625,3.4,12.2144,129.326,0.0,7198.09,15570.0,101637.0,4.0,80.0,8.0,12.0,13.3077,90.15880000000001,28.3724,17.0,33.0,155.0,5612.0,1.68295
185,69.8312,1.64922,2.10988,2.31525,-5.73667,3.96627,1013.84,0.182842,4.2,14.9531,130.12,0.0,6914.66,14637.6,101237.0,4.0,80.0,8.0,12.0,4.82519,90.1689,28.3737,7.0,33.0,186.0,5526.0,2.10988
186,125.912,1.41717,2.25031,2.31377,-5.01833,3.96481,1017.18,0.160877,2.0,18.7623,130.263,0.0,6768.49,13717.8,100846.0,4.0,47.0,21.0,32.0,1.37875,90.179,28.3751,2.0,22.0,200.0,5473.0,2.25031
187,103.434,1.50876,0.0,2.31228,-4.2,3.96336,1018.54,0.15688,1.8,19.036,126.579,0.0,6768.49,12841.7,100464.0,4.0,47.0,21.0,32.0,10.1264,90.1892,28.3764,16.0,22.0,200.0,5384.0,1.50876
188,60.3371,1.49419,0.0,2.31079,-3.61,3.9619,1019.89,0.171195,2.4,24.9968,124.981,0.0,6914.66,12039.3,100090.0,4.0,47.0,21.0,32.0,2.69108,90.1993,28.3777,5.0,22.0,200.0,5265.0,1.49419
189,291.753,1.49176,0.0,2.3093,-3.43667,3.96045,1022.96,0.169197,1.4,22.9104,120.546,0.116175,7198.09,11843.8,99724.6,4.0,47.0,21.0,32.0,2.52196,90.2094,28.379,3.0,22.0,200.0,5249.0,1.49176
190,338.857,1.52224,0.0,2.30781,-3.43667,3.95899,1024.35,0.167065,1.8,19.588,122.413,0.0,7352.72,11695.6,99368.0,4.0,47.0,21.0,32.0,4.26108,90.2199,28.3806,7.0,22.0,200.0,5265.0,1.52224
191,333.51,1.52224,0.0,2.30631,-3.46667,3.95753,1025.73,0.133423,1.6,14.0986,118.041,0.160089,6823.67,11515.1,99020.2,4.0,47.0,21.0,32.0,1.00975,90.23,28.3819,2.0,31.0,200.0,5216.0,1.52224
192,288.368,1.48695,0.0,2.3048,-3.665,3.95607,1027.12,0.136445,2.4,15.7935,124.789,0.0,6408.0,11305.5,98681.3,4.0,47.0,21.0,32.0,2.81893,90.2401,28.3832,4.0,31.0,200.0,5270.0,1.48695
193,236.972,1.52622,0.0,2.3033,-3.715,3.95461,1028.51,0.145037,5.6,16.1439,123.454,0.0,6128.83,11136.3,98351.4,4.0,47.0,21.0,32.0,3.86343,90.2503,28.3845,5.0,31.0,200.0,5264.0,1.52622
194,306.857,1.67924,0.0,2.30179,-3.79667,3.95315,1029.9,0.126258,2.4,15.1876,123.894,0.0,5255.95,10790.6,98030.6,4.0,47.0,21.0,32.0,6.71681,90.2604,28.3858,9.0,22.0,200.0,5291.0,1.67924
195,35.7487,1.74387,0.0,2.30028,-3.76667,3.95169,1031.29,0.131562,2.0,18.8429,119.471,0.0,4257.35,10323.8,97719.0,4.0,47.0,21.0,32.0,0.898709,90.2705,28.3871,1.0,22.0,200.0,5257.0,1.74387
196,2.97468,0.0,1.5246,2.32405,-7.54333,3.97027,1005.56,0.08753,3.8,7.99964,117.045,0.116175,7301.54,17293.8,101553.0,7.0,80.0,8.0,12.0,8.1252,90.1366,28.379,14.0,33.0,162.0,5661.0,1.5246
197,306.986,0.0,1.5246,2.32258,-7.25167,3.96882,1006.97,0.0558867,2.0,8.40914,116.266,0.160089,6731.46,16355.1,101134.0,7.0,80.0,8.0,12.0,21.7316,90.1467,28.3803,36.0,33.0,156.0,5676.0,1.5246
198,146.526,0.0,1.68295,2.32111,-6.855,3.96737,1008.38,0.0939167,2.4,9.12029,124.407,0.179536,6269.97,15428.7,100722.0,4.0,80.0,8.0,12.0,13.8484,90.1571,28.3816,20.0,33.0,144.0,5693.0,1.68295
199,147.315,0.0,2.10988,2.31964,-6.14167,3.96592,1009.79,0.148268,2.0,11.4064,124.359,0.0,5942.43,14523.8,100319.0,4.0,47.0,21.0,32.0,9.04412,90.1673,28.3829,13.0,33.0,180.0,5615.0,2.10988
200,55.9528,1.41717,2.08675,2.31816,-5.44167,3.96447,1011.2,0.13682,3.4,15.0925,127.907,0.0,5771.7,13662.8,99925.0,4.0,47.0,21.0,32.0,15.3559,90.1774,28.3842,22.0,22.0,173.0,5519.0,2.08675
201,55.3906,1.50876,0.0,2.31668,-4.42667,3.96301,1014.5,0.167725,3.8,20.1127,127.928,0.0,5771.7,12776.2,99538.9,4.0,47.0,21.0,32.0,8.73314,90.18790000000001,28.3855,12.0,22.0,200.0,5364.0,1.50876
202,81.302,1.44662,0.0,2.3152,-3.52333,3.96156,1015.85,0.164593,1.2,21.4037,125.995,0.0,5942.43,11885.6,99161.5,4.0,47.0,21.0,32.0,2.83317,90.1977,28.3868,3.0,22.0,200.0,5253.0,1.44662
203,89.593,1.46302,0.0,2.31371,-3.37333,3.9601,1017.21,0.183128,3.8,20.9491,118.853,0.0929402,6269.97,11419.0,98792.7,4.0,47.0,21.0,32.0,2.21137,90.2078,28.3881,3.0,22.0,200.0,5234.0,1.46302
204,46.352,1.46302,0.0,2.31222,-3.40667,3.95865,1018.56,0.183772,4.2,21.92,125.544,0.0,6562.2,11284.7,98432.7,4.0,47.0,21.0,32.0,5.02035,90.2182,28.3894,7.0,22.0,200.0,5233.0,1.46302
205,266.634,1.49223,0.0,2.31073,-3.31833,3.95719,1021.67,0.120835,4.4,21.1499,127.416,0.116175,5963.43,11142.1,98081.6,4.0,47.0,21.0,32.0,3.5154,90.2284,28.3907,5.0,31.0,200.0,5209.0,1.49223
206,134.888,1.54436,0.0,2.30923,-3.565,3.95573,1023.04,0.11583,0.8,15.481,127.757,0.023235,5482.93,11029.8,97739.5,4.0,47.0,21.0,32.0,3.18983,90.2385,28.392,4.0,31.0,200.0,5249.0,1.54436
207,242.244,1.64361,0.0,2.30774,-3.63667,3.95427,1024.42,0.0925383,5.0,14.4696,126.601,0.0,5153.88,10811.5,97406.4,4.0,47.0,21.0,32.0,1.97473,90.2489,28.3933,4.0,22.0,200.0,5258.0,1.64361
208,303.243,1.6669,0.0,2.30624,-3.65,3.95281,1025.8,0.1535,3.2,18.7642,123.586,0.0,5006.25,10278.7,97082.4,4.0,47.0,21.0,32.0,3.3549,90.2587,28.3947,5.0,22.0,200.0,5252.0,1.6669
209,36.3302,1.74387,0.0,2.30473,-3.6,3.95135,1027.17,0.167802,1.0,22.4579,120.796,0.0,4430.01,9774.2,96767.8,4.0,47.0,21.0,32.0,2.71414,90.2689,28.396,5.0,22.0,200.0,5234.0,1.74387
210,14.164,0.0,0.0,2.33134,-9.3,3.97281,998.71,-0.00255667,2.2,0.0,157.0,0.230452,8003.91,19100.4,101518.0,5.0,80.0,8.0,12.0,27.8649,90.11470000000001,28.3849,42.0,33.0,135.0,5815.0,0.0
211,70.009,0.0,1.34042,2.32842,-8.85,3.96992,1001.54,0.0323483,1.8,7.51711,119.401,0.0929402,6543.13,17218.8,100648.0,7.0,47.0,21.0,32.0,15.9884,90.1353,28.3875,20.0,33.0,147.0,5802.0,1.34042
212,111.256,0.0,1.60117,2.32696,-6.68167,3.96847,1002.95,0.0684767,2.6,10.2332,121.51,0.298888,5900.21,16297.3,100225.0,4.0,47.0,21.0,32.0,8.28408,90.1454,28.3888,11.0,33.0,161.0,5560.0,1.60117
213,348.88,0.0,1.68492,2.32549,-6.94167,3.96702,1004.36,0.0742717,2.8,10.8929,118.8,0.28369,5367.73,15397.6,99809.8,7.0,47.0,21.0,32.0,19.4392,90.1555,28.3904,25.0,22.0,145.0,5654.0,1.68492
214,66.0858,0.0,1.93793,2.32403,-6.42333,3.96557,1005.77,0.080545,1.6,12.3323,124.216,0.101723,4981.21,14508.9,99403.2,4.0,47.0,21.0,32.0,13.1997,90.1656,28.3917,18.0,22.0,160.0,5579.0,1.93793
